permit_number,permit_type_descr,permit_subtype_descr,date_entered,construction_cost,address,city,state,zip,contact,ivr_tracking_number,purpose,lat,lon,category,type_subtype
T2019065842,Building Commercial - New,"General Office, Professional Services",2019-10-28,1.0,900  13TH AVE S,NASHVILLE,TN,37212,"FRIERSON, T W CONTRACTOR INC",3726590,"to construct a three floor 34,242 sf office building on property for AMEC Publishing House.  RM20 Zoning.
POC SEAN FOOTE",36.147461,-86.787151,Commercial,"TYPE: Building Commercial - New SUBTYPE: General Office, Professional Services"
T2019065939,Building Residential - New,"Accessory Structure, Garage",2019-10-28,,6201A  PENNSYLVANIA AVE,NASHVILLE,TN,37209,Toni Rothfuss,3726717,"The Owner of this property owns 6201 Pennsylvania and 6201 A Pennsylvania Avenue (total parcel together 66.50 x 150).  The two dwelling are in same owner's name and are inhabited by his family.  He is willing to put a restriction on the property that he can not sell either parcel separately from the other, he can put both properties into one deed with the stated restriction.  He wants to build a 30 x 40 garage at the rear 6201 Pennsylvania Avenue, garage door facing 62nd Avenue.  REJECTED: APPLICANT CANNOT APPLY FOR THIS APPLICATION ON LINE.  APPLICANT MUST COME TO OFFICE AND SIGN IN TO SEE FIRST AVAILABLE ZONING EXAMINER TO APPLY FOR THIS APPLICATION.  THIS APPLICATION WILL BE CANCELLED.",36.165945,-86.862967,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Garage"
T2019065671,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2019-10-28,2000.0,409  JONES ST,OLD HICKORY,TN,37138,"REIFF, RICHARD T. & KATIE",3726294,PERMIT TO CONSTRUCT 19�X20� SHED LOCATED TO REAR OF RESIDENCE (BEHIND DETACHED GARAGE) � �5� MINIMUM SIDE SETBACK� �20� MINIMUM REAR SETBACK� � NOT TO BE USED FOR LIVING OR COMMERCIAL PURPOSES� �A RECORDED RESTRICTIVE COVENANT FOR DETACHED STRUCTURE REQUIRED FOR TRADE PERMITS� �,36.266116,-86.64545,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Shed / Storage Bldg"
T2019064675,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2019-10-23,5953.0,808  BROADMOOR DR,NASHVILLE,TN,37216,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3724933,"Self Permit. To construct a 10 ft x 24 ft storage shed to rear of existing single family residence. 3 ft minimum rear and side setbacks. Must conform with easements. No trades needed. Not to be used for living or commercial purposes. 1. Acknowledges  applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general contractor�s licensing process.  I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes.  I further understand that separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this building permit�.
2. Pursuant # 2006-1263  Metro code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code...3...You can dig your footers, but do not pour any concrete until you call for an inspection.  Also do not put up any drywall until you call for an inspection.  The idea is you do not cover up anything  with concrete or drywall until an inspector has had a chance to review..***SITE PLAN SENT TO FILE",36.229483,-86.729668,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Shed / Storage Bldg"
T2019063691,Building Commercial - New,"Community Education, Stadiums",2019-10-18,1.0,1013  CALDWELL LN,NASHVILLE,TN,37204,SOUTHLAND CONSTRUCTORS INC.,3723610,"to construct a 720 sf restroom building and concession stand for Lipscomb Baseball Academy Baseball Field. Originally, set of plans submitted under 2017067855. for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  see permit CACN 2017067855.  Institutional Overlay District.",36.10602,-86.789528,Commercial,"TYPE: Building Commercial - New SUBTYPE: Community Education, Stadiums"
T2019063266,Building Residential - New,Single Family Residence,2019-10-16,12000.0,4819  LICKTON PIKE,WHITES CREEK,TN,37189,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3723030,"Existing modular home to be moved on site closer to the road. See attached. POC: Richard Fry, 615-876-7169. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor�s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",36.288181,-86.81297099999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019062881,Building Residential - New,Detached Accessory Dwelling Unit,2019-10-15,,2410  BELMONT BLVD,NASHVILLE,TN,37212,"BRITT DEVELOPMENT GROUP, LLC",3722434,New construction garage with living space above,36.125834999999995,-86.794035,Residential,TYPE: Building Residential - New SUBTYPE: Detached Accessory Dwelling Unit
T2019062290,Building Residential - New,Single Family Residence,2019-10-11,,201  HERMITAGE POINT DR,HERMITAGE,TN,37076,RUBIN GROUP LLC,3721381,"New construction single family.  REJECTED: APPLICANT HAS NOT PROVIDED NECESSARY INFORMATION IN SCOPE OF PERMIT TO PROCESS APPLICATION.  APPLICANT IS REQUIRED TO RESUBMIT APPLICATION WITH REQUIRED LIVING, ATTACHED GARAGE AND PORCH SQUARE FOOTAGES NECESSARY TO PROCESS APPLICATION.  THIS APPLICATION WILL BE CANCELLED.",36.165842,-86.59810999999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019062291,Building Residential - New,Single Family Residence,2019-10-11,,200  HERMITAGE POINT DR,HERMITAGE,TN,37076,RUBIN GROUP LLC,3721320,New,36.165842,-86.59810999999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019062294,Building Residential - New,Single Family Residence,2019-10-11,,204  HERMITAGE POINT DR,HERMITAGE,TN,37076,RUBIN GROUP LLC,3721382,"New construction single family.  REJECTED:  APPLICANT HAS NOT SUBMITTED IN THE SCOPE OF PERMIT THE REQUIRED LIVING AREA, ATTACHED GARAGE AND PORCH SQUARE FOOTAGES NECESSARY TO PROCESS APPLICATION.  APPLICANT IS REQUIRED TO RESUBMIT APPLICATION WITH THIS NECESSARY INFORMATION IN SCOPE.  THIS APPLICATION WILL BE CANCELLED.",36.165844,-86.598101,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019062377,Building Residential - New,Single Family Residence,2019-10-11,,225  HERMITAGE POINT DR,HERMITAGE,TN,37076,Rubin Group,3721737,"New construction of single family home with approximately 1634 sf of living space, 424 sf garage, and 126 sf porch.  REJECTED: APPLICANT HAS NOT SUBMITTED REQUIRED SITE PLAN NECESSARY TO PROCESS APPLICATION.  APPLICANT IS REQUIRED TO RESUBMIT APPLICATION WITH REQUIRED SITE PLAN.  THIS APPLICATION WILL BE CANCELLED.",36.165857,-86.598054,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019062306,Building Residential - New,Single Family Residence,2019-10-11,,208  HERMITAGE POINT DR,HERMITAGE,TN,37076,RUBIN GROUP LLC,3721384,"New construction single family.  REJECTED: APPLICANT HAS NOT SUBMITTED REQUIRED LIVING AREA, ATTACHED GARAGE AREA AND PORCH AREA IN SCOPE OF PERMIT IN ORDER TO PROCESS APPPLICATION.  APPLICANT IS REQUIRED TO RESUBMIT APPLICATION WITH THIS NECESSARY INFORMATION IN SCOPE.  THIS APPLICATION WILL BE CANCELLED.",36.165847,-86.598091,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019061771,Building Residential - New,Single Family Residence,2019-10-09,,551  GREEN LN,WHITES CREEK,TN,37189,KUDZU REAL ESTATE INC,3720839,"To Construct Unit B (address 551) of a Detached HPR.  Home to be 1725 sqft of living space and 180 sqft of porch and decks.  Front setback to be 60' (3x base), 5' side setbacks, 20' rear setbacks.  Lot is zoned r10. Home to be less than 40' in height (Proposed width 32').  REJECTED:  HPR APPLICATIONS ARE NOT PROCESSED ON LINE.  APPLICANT IS REQUIRED TO BRING PLANS TO OFFICE IN PERSON AND SIGN IN TO SEE FIRST AVAILABLE ZONING EXAMINER TO PROCESS APPLICATION.  THIS APPLICATION WILL BE CANCELLED.",36.236634,-86.813296,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019061694,Building Residential - New,Single Family Residence,2019-10-09,,113  ZURIC CT,NASHVILLE,TN,37221,"SMITH, MARCUS & DESTINY",3720736,"TO CONSTRUCT A SINGLE-FAMILY RESIDENCE WITH 3867 SF LIVING AREA, 692 SF ATTACHED GARAGE AND 334 SF PORCH AREAS� �CRITICAL LOT� �20' MIN FRONT S/B; 5' MIN SIDE S/B; 20' MIN REAR S/B � �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �WILL BE OWNERS PERSONAL RESIDENCE� �MUST COMPLY WITH RESIDENTIAL PUD OVERLAY� �

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� � 

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.078808,-86.9238,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019061732,Building Residential - New,Single Family Residence,2019-10-09,,2306  SMITH SPRINGS RD,NASHVILLE,TN,37217,"DESTINY ENTERPRISES, LLC",3720792,"Construct  sq. ft. 2-story single-family detached residential structure HPR with 2830 sq. ft. of living space, 400 sq. ft. garage, and 40 sq. ft. of porches and/or decks. Minimum: 31 ft. street/front setback per contextual setback; 5 ft. side setback(s); and, 20 ft. rear setback. Minimum 6 ft. distance between structures. Must conform to all easements on property. Shall not exceed three stories in height. Height cannot exceed a ratio of 1.0 horizontal to 1.5 vertical. Total building coverage on parcel not to exceed 35%. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",36.096517,-86.63895699999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019061705,Building Residential - New,Single Family Residence,2019-10-09,,2304  SMITH SPRINGS RD,NASHVILLE,TN,37217,"DESTINY ENTERPRISES, LLC",3720750,"Construct 2-story single-family detached residential structure HPR with 2410 sq. ft. of living space, 400 sq. ft. garage, and 40 sq. ft. of porches and/or decks. Minimum: 31 ft. street/front setback per contextual setback; 5 ft. side setback(s); and, 20 ft. rear setback. Minimum 6 ft. distance between structures. Must conform to all easements on property. Shall not exceed three stories in height. Height cannot exceed a ratio of 1.0 horizontal to 1.5 vertical. Total building coverage on parcel not to exceed 35%. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",36.096522,-86.639027,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019061765,Building Residential - New,Single Family Residence,2019-10-09,,549  GREEN LN,WHITES CREEK,TN,37189,KUDZU REAL ESTATE INC,3720832,"To Construct Unit A (address 549) of a Detached HPR.  Home to be 2049 sqft of living space and 230 sqft of porch and decks.  Front setback to be 60' (3x base), 5' side setbacks, 20' rear setbacks.  Lot is zoned r10. Home to be less than 40' in height (Proposed width 28').  REJECTED:  HPR APPLICATIONS ARE NOT TO BE PROCESSED ON LINE.  APPLICANT IS REQUIRED TO SUBMIT PLANS TO OFFICE IN PERSON AND SIGN IN TO SEE FIRST AVAILABLE ZONING EXAMINER.  THIS APPLICATION WILL BE CANCELLED.",36.236717999999996,-86.812572,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019061477,Building Residential - New,Duplex,2019-10-08,,2420  WOODALE LN,NASHVILLE,TN,37207,RHOW PROPERTIES LLC,3720428,"construct a 2 story duplex, new build",36.221486999999996,-86.801757,Residential,TYPE: Building Residential - New SUBTYPE: Duplex
T2019060528,Building Commercial - New,Mobile Food Vendors,2019-10-03,2000.0,2722B  MURFREESBORO PIKE,ANTIOCH,TN,37013,SELF CONTRACTOR COMMERCIAL (SEE APPLICANT INFORMATION),3718976,"Locate and operate a 136 sq. ft. mobile vendor food truck on subject parcel. See attached. POC: Marlen Barrera, 615-809-9999. PLANNING DETERMINED THAT USE IS A MOBILE STRUCTURE AND NOT A PERMANENT STRUCTURE AND NOTED IT MUST BE REMOVED DAILY. THUS, THIS PERMIT IS UNNECESSARY AND APPROVAL IS BY THE HEALTH DEPARTMENT. SEE ATTACHED AND WORKFLOW NOTE.",36.069527,-86.633542,Commercial,TYPE: Building Commercial - New SUBTYPE: Mobile Food Vendors
T2019060139,Building Residential - New,"Accessory Structure, Garage",2019-10-02,,1013B  WARREN ST,NASHVILLE,TN,37208,andrew ostrowski,3718424,"to construct 1020SF detached garage (520Sf garage space and 500Sf conditioned space on 2nd floor) to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to eave line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.171064,-86.795229,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Garage"
T2019059994,Building Residential - New,Single Family Residence,2019-10-01,,441  CHINOOK DR,ANTIOCH,TN,37013,"NVR, INC. T/A RYAN HOMES",3718216,"TO CONSTRUCT A 2,114 SQ FT SINGLE FAMILY HOUSE WITH A 437 SQ FT GARAGE & A 84 SQ FT FRONT PORCH. REJECTED: APPLICANT HAS NOT PROVIDED REQUIRED SITE NECESSARY FOR PERMIT PROCESSING.  APPLICANT IS REQUIRED TO RESUBMIT APPLICATION WITH REQUIRED SITE PLAN FOR PROCESSING.  THIS APPLICATION WILL BE CANCELLED.",36.010705,-86.686277,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019059565,Building Residential - New,Single Family Residence,2019-09-30,27565.0,1732B  25TH AVE N,NASHVILLE,TN,37208,SUBURBAN COWBOYS LLC,3717633,"to finish work started under 2018070170, this permit to reflect new contractor

to construct 1620SF single family residence with 45Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 36.85' per avg. unit 1 of 2. lot coverage is 833SF of max 3750SF lot coverage. not to be over any easements. Max height 3 stories or 25.5�.
Sidewalks are required, applicant may pay in lieu of sidewalk requirements
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.178437,-86.81675600000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019059562,Building Residential - New,Single Family Residence,2019-09-30,27565.0,1732A  25TH AVE N,NASHVILLE,TN,37208,SUBURBAN COWBOYS LLC,3717629,"to finish work started under 2018070169, this permit to reflect new contractor.

to construct 1620SF single family residence with 45Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 36.85' per avg. unit 1 of 2. lot coverage is 833SF of max 3750SF lot coverage. not to be over any easements. Max height 3 stories or 25.5�.
Sidewalks are required, applicant may pay in lieu of sidewalk requirements
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.178437,-86.81675600000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019059179,Building Residential - New,Single Family Residence,2019-09-27,,1614  EMERSON ST,NASHVILLE,TN,37216,"PIRTLE, JOHN DBA THIRD COAST BUILDERS",3717031,"PERMIT TO CONSTRUCT RIGHT UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 1839 SQFT OF LIVING AND 96 SQFT PORCH AREAS� �UNITS DETACHED� �36� MIN FRONT SETBACK� �5� MINIMUM SIDE SETBACK� �20� MIN REAR SETBACK� �MAXIMUM HEIGHT: MAX 2 STORIES/35� MEASURED FROM AVERAGE NATURAL GRADE (FRONT TWO CORNERS) TO HIGHEST PEAK� �6� MINIMUM DISTANCE BETWEEN UNITS� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� � 

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� �
 
***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.196828000000004,-86.73495600000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019059173,Building Residential - New,Single Family Residence,2019-09-27,,1616  EMERSON ST,NASHVILLE,TN,37216,"PIRTLE, JOHN DBA THIRD COAST BUILDERS",3717022,"PERMIT TO CONSTRUCT LEFT UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 2214 SQFT OF LIVING AND 316 SQFT PORCH AREAS� �UNITS DETACHED� �36� MIN FRONT SETBACK� �5� MINIMUM SIDE SETBACK� �20� MIN REAR SETBACK� �MAXIMUM HEIGHT: MAX 2 STORIES/35� MEASURED FROM AVERAGE NATURAL GRADE (FRONT TWO CORNERS) TO HIGHEST PEAK� �6� MINIMUM DISTANCE BETWEEN UNITS� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� � 

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� �
 
***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.196827,-86.734942,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019059246,Building Residential - New,Single Family Residence,2019-09-27,6000.0,1009  GENERAL GEORGE PATTON RD,NASHVILLE,TN,37221,"CARRO, GABRIEL & MELISSA N",3717122,"TO CONDUCT INTERIOR RENOVATIONS TO EXISTING SINGLE FAMILY RESIDENCE� �NO CHANGE TO EXTERIOR BUILDING/ROOF LINES OR FOOTPRINT� �NO SECOND KITCHEN, TO REMAIN SINGLE FAMILY RESIDENCE... � 

1. ACKNOWLEDGES APPLYING FOR THIS SELF-BUILDING PERMIT IN OWN NAME & WILL ACT AS OWN CONTRACTOR ACCEPTING FULL RESPONSIBILITY FOR CODE COMPLIANCE, FOR HIRING & EMPLOYING INDIVIDUALS & HAS ULTIMATE RESPONSIBILITY FOR MY OWN WORK & FOR THE WORK OF OTHERS.  ACTING AS MY OWN GENERAL CONTRACTOR, I FURTHER UNDERSTAND THAT I MAY FORFEIT CERTAIN PROTECTIONS, WHICH MIGHT BE AVAILABLE TO ME THROUGH THE STATE OF TENN. GENERAL CONTRACTOR�S LICENSING PROCESS.  I FURTHER ACKNOWLEDGE THAT AS A SELF-BUILDING PERMIT HOLDER I AM RESPONSIBLE FOR REQUESTING ALL REQUIRED INSPECTIONS & COMPLETING ALL AUTHORIZED WORK IN COMPLIANCE WITH APPLICABLE ADOPTED CODES.  I FURTHER UNDERSTAND THAT SEPARATE PERMITS ARE REQUIRED FOR ANY PROPOSED ELECTRICAL, PLUMBING, & GAS/MECHANICAL WORK AND IS NOT PART OF THIS BUILDING PERMIT�.

2. PURSUANT # 2006-1263 METRO CODE OF LAWS, I (HOLDER OF PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION & DEMOLITION WASTE GENERATED BY ANY & ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION & DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF METRO CODE...

3. DO NOT PUT UP ANY DRYWALL UNTIL YOU CALL FOR AN INSPECTION.  THE IDEA IS YOU DO NOT COVER UP ANYTHING WITH CONCRETE OR DRYWALL UNTIL AN INSPECTOR HAS HAD A CHANCE TO REVIEW...***",36.067948,-86.950779,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019058967,Building Residential - New,Single Family Residence,2019-09-26,,1720  ARTHUR AVE,NASHVILLE,TN,37208,"HART-LOVE ENTERPRISES, LLC",3716773,"1620 square ft of living space, garage space 348 square ft, porches 390 square ft, 531 square ft roof deck.  REJECTED:  APPLICANT HAS NOT SUBMITTED REQUIRED CONTEXTUAL SURVEY SITE PLAN REQUIRED FOR REVIEW.  APPLICANT IS REQUIRED TO RESUBMIT APPLICATION WITH REQUIRED CONTEXTUAL SITE PLAN.  THIS APPLICATION WILL BE CANCELLED.",36.179257,-86.803517,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2019058336,Building Residential - New,"Accessory Structure, Carport",2019-09-24,,908  HADLEY AVE,OLD HICKORY,TN,37138,"WRIGHT, PHILLIP CONSTRUCTION",3715865,"to construct a 24 x 33 attached carport to rear of residence and install trim to exterior of residence.  thru lot.  20' min rear s/b.  5' min side s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  subject to inspectors approval.",36.261231,-86.647757,Residential,"TYPE: Building Residential - New SUBTYPE: Accessory Structure, Carport"
T2019058068,Building Residential - New,"Multifamily, Townhome",2019-09-24,,805  CHEROKEE AVE,NASHVILLE,TN,37207,AON CONSTRUCTION LLC,3715448,"The new construction of six attached townhomes, each to be two story and consist of two bedrooms and 2.5 bathrooms.  REJECTED:  SINCE THIS IS TOWNHOME CONSTRUCTION, IF YOU WISH TO APPLY ON LINE, YOU WILL NEED TO CONTACT RONYA SYKES AT 615-880-2649 OR EMAIL AT RONYA.SYKES@NASHVILLE.GOV   FOR FUTHER INFORMATION.  THIS APPLICATION WILL BE CANCELLED.",36.201947,-86.75618,Residential,"TYPE: Building Residential - New SUBTYPE: Multifamily, Townhome"
T2019056697,Building Residential - New,"Multifamily, Townhome",2019-09-18,,5835  LESLIE AVE,NASHVILLE,TN,37209,"HALLMARK BUILDING GROUP, INC",3713563,"to construct 1955Sf single family residence with 125SF porch. Master permit 2018024518.
MUST COMPLY WITH THE MASTER PERMIT AS APPROVED BY PLANNING
Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.15656,-86.862208,Residential,"TYPE: Building Residential - New SUBTYPE: Multifamily, Townhome"
T2019056818,Building Residential - New,"Multifamily, Townhome",2019-09-18,,5833  LESLIE AVE,NASHVILLE,TN,37209,"HALLMARK BUILDING GROUP, INC",3713709,"to construct 1753Sf single family residence with 53SF porch. Master permit 2018024518.
MUST COMPLY WITH THE MASTER PERMIT AS APPROVED BY PLANNING
Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.156546999999996,-86.862175,Residential,"TYPE: Building Residential - New SUBTYPE: Multifamily, Townhome"
T2019056690,Building Residential - New,Single Family Residence,2019-09-18,,5839  LESLIE AVE,NASHVILLE,TN,37209,"HALLMARK BUILDING GROUP, INC",3713556,"to construct 1955Sf single family residence with 124SF porch. Master permit 2018024518.
MUST COMPLY WITH THE MASTER PERMIT AS APPROVED BY PLANNING
Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.156584,-86.862275,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
