permit_number,permit_type_descr,permit_subtype_descr,date_entered,construction_cost,address,city,state,zip,contact,ivr_tracking_number,purpose,lat,lon,category
T2018000651,Building Residential - New,Single Family Residence,2018-01-04,,1510  RIVERSIDE DR  2,NASHVILLE,TN,37206,"JACKSON BUILDERS,LLC",3436299,"TO CONSTRUCT A NEW SINGLE FAMILY RES AT 2110 SQFT WITH AN ATTACHED GARAGE AT 340 SQFT WITH PORCHES AND DECKS....THIS IS ONE OF TWO SINGLE FAMILY HOUSES ON THIS PROPERTY...SPLIT FROM 72-15-265..REAR MIN 20'...MIN 6' BETWEEN HOUSES...SIDES MIN 5'...FRONT MIN 20'....UTILITY LINES WATER/SEWER/NES FROM MAIN LINE AT THE STREET BACK TO THE PROPERTIES THUR THE EASEMENT....SEE PLAN..2017-1130-0122165...ALSO THIS IS THE ACCESS EASEMENT.....WIDTH OF HOUSE AT 28'...HT AT TWO STORIES AND 28'...NEED TO COMPLY WITH  BL2014-770 WHICH READS: the height of two detached dwelling units on a single lot cannot exceed a ratio of 1.0 horizontal to 1.5 vertical for each structure. Maximum height shall be measured from the natural grade. The natural grade shall be determined based on the average elevation of most exterior corners of the front facade, to the VERY TOP OF THE STRUCTURE.. Natural grade is the base ground elevation prior to grading. AND  DEFINITION OF .Story  means a portion of a building between the surface of any floor and the surface of the floor above it, or, if there is no floor above it, the space between such floor and the ceiling above it. A basement or cellar shall not be deemed 
a story if the finished floor level directly above is not more than six feet above the average elevation of the adjacent finished grade.For every 30 feet of LOT frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property�  ****SITE PLAN SENT TO FILE�
***FRONT FACADE TO FACE THE STREET.
***NO ROAD FRONTAGE...SIDEWALKS NOT REQUIRED..
ANY APPROVAL OVER 6 MONTHS NEEDS TO BE RE-APPROVED....FIRE MARSHAL AND RAMPS.",36.193437,-86.723722,Residential
T2018000649,Building Residential - New,Single Family Residence,2018-01-04,,1510  RIVERSIDE DR  1,NASHVILLE,TN,37206,"JACKSON BUILDERS,LLC",3436297,"TO CONSTRUCT A NEW SINGLE FAMILY RES AT 2110 SQFT WITH AN ATTACHED GARAGE AT 340 SQFT WITH PORCHES AND DECKS....THIS IS ONE OF TWO SINGLE FAMILY HOUSES ON THIS PROPERTY...SPLIT FROM 72-15-265..REAR MIN 20'...MIN 6' BETWEEN HOUSES...SIDES MIN 5'...FRONT MIN 20'....UTILITY LINES WATER/SEWER/NES FROM MAIN LINE AT THE STREET BACK TO THE PROPERTIES THUR THE EASEMENT....SEE PLAN..2017-1130-0122165...ALSO THIS IS THE ACCESS EASEMENT.....WIDTH OF HOUSE AT 28'...HT AT TWO STORIES AND 28'...NEED TO COMPLY WITH  BL2014-770 WHICH READS: the height of two detached dwelling units on a single lot cannot exceed a ratio of 1.0 horizontal to 1.5 vertical for each structure. Maximum height shall be measured from the natural grade. The natural grade shall be determined based on the average elevation of most exterior corners of the front facade, to the VERY TOP OF THE STRUCTURE.. Natural grade is the base ground elevation prior to grading. AND  DEFINITION OF .Story  means a portion of a building between the surface of any floor and the surface of the floor above it, or, if there is no floor above it, the space between such floor and the ceiling above it. A basement or cellar shall not be deemed 
a story if the finished floor level directly above is not more than six feet above the average elevation of the adjacent finished grade.For every 30 feet of LOT frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property�  ****SITE PLAN SENT TO FILE�
***FRONT FACADE TO FACE THE STREET.
***NO ROAD FRONTAGE...SIDEWALKS NOT REQUIRED..
****ANY APPROVAL OVER 6 MONTHS NEEDS RE-APPROVAL....FIRE MARSHAL AND RAMPS.",36.193437,-86.723722,Residential
T2017081690,Building Residential - New,"Multifamily, Townhome",2017-12-27,,206  JENNA LEE CIR,MADISON,TN,37115,"HYNEMAN, KEVIN COMPANIES INC",3434721,"CONSTRUCT UNIT 15  BIXLER FARMS TOWNHOMES 15 UNIT OF 8 UNIT Building F1****** BUILDING MASTER PERMIT 2005-22279/*** 1160 SQ FT POC RHONDA JORDON 901-351-0275����Pursuant to Ordinance No. 2006-1263 of the Metropolitan code of Laws, I (the  holder on this permit)   hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.   Further, I certify that no TO construction and demolition waste shall be stored on the property in violation of any provision of the Metropolitan Code�.",36.265679,-86.692614,Residential
T2017081653,Building Residential - New,Single Family Residence,2017-12-27,500000.0,1809  CASTLEMAN DR,NASHVILLE,TN,37215,MILLWORKS LLC,3434656,"Construction of new detached HPR single family structure; 3817 total sqft, two car attached front load garage.  REJECTED:  APPLICANT IS REQUIRED TO COME TO OFFICE AND SIGN IN TO SEE FIRST AVAILABLE ZONING EXAMINER TO PROCESS HPR.",36.097099,-86.808208,Residential
T2017081654,Building Residential - New,Single Family Residence,2017-12-27,500000.0,1811  CASTLEMAN DR,NASHVILLE,TN,37215,MILLWORKS LLC,3434661,"Construction of new detached HPR single family structure; 3817 total sqft, two car attached front load garage.  REJECTED: APPLICANT IS REQUIRED TO COME TO OFFICE AND SING IN TO SEE FIRST AVAILABLE ZONING EXAMINER TO PROCESS HPR APPLICATION",36.097097,-86.808201,Residential
T2017081428,Building Residential - New,"Accessory Structure, Garage",2017-12-22,,1513B  WOODLAND ST,NASHVILLE,TN,37206,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3434388,to construct a 192 sf detached accessory structure on property.  MHZC and MDHA overlays.,36.176966,-86.742749,Residential
T2017081510,Building Residential - New,"Multifamily, Townhome",2017-12-22,,200  JENNA LEE CIR,MADISON,TN,37115,"HYNEMAN, KEVIN COMPANIES INC",3434498,"TO CONSTRUCT UNIT 12  BIXLER FARMS TOWNHOMES 12 UNIT OF 8 UNIT Building F1****** BUILDING MASTER PERMIT 2005-22279/*** 1164 SQ FT POC RHONDA JORDON 901-351-0275����Pursuant to Ordinance No. 2006-1263 of the Metropolitan code of Laws, I (the  holder on this permit)   hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.   Further, I certify that no construction and demolition waste shall be stored on the property in violation of any provision of the Metropolitan Code�.",36.265535,-86.69264,Residential
T2017081054,Building Residential - New,Single Family Residence,2017-12-20,,1808  CASTLEMAN DR,NASHVILLE,TN,37215,MILLWORKS LLC,3433882,Construction of new detached HPR; 3817sqft REJECTED APPLICANT MUST COME TO OFFICE AND SEE FIRST AVAILABLE ZONING EXAMINER TO PROCESS HPR APPLICATIONS.,36.097091,-86.808175,Residential
T2017081050,Building Residential - New,Accessory Apartment,2017-12-20,0.0,2909B  BRONTE AVE,NASHVILLE,TN,37216,"EMERGE CREATIVE, LLC",3433873,"To construct a second single family residence on parcel. This is Unit 2 of 2, includes 770 sq ft of living, 770 sq ft of garage, and 664 sq ft of porches and decks. Minimum 5 ft side setbacks, 20 ft minimum rear setback, minimum of 6 ft between houses. Maximum of 3 stories within 42 ft. Must conform with all easements on property.

Sidewalks ARE required for this project because the frontage of this parcel is within a 1/4 mile of a Nashville Next Center. You are eligible to contribute to the Pedestrian Benefit Zone in-lieu of construction",36.202703,-86.735489,Residential
T2017080989,Building Residential - New,Single Family Residence,2017-12-20,35000.0,1500  RIVERSIDE DR,NASHVILLE,TN,37206,"WEBB, MEAGAN & DUSTIN",3433808,"PERMIT TO CONDUCT INTERIOR RENOVATIONS TO EXISTING DUPLEX TO CONVERT TO SINGLE FAMILY... ...TO INCLUDE NEW INTERIOR STAIRCASE AND FULL BATH ON 2ND FLOOR... ...REMOVE SECOND FLOOR KITCHEN...SUBJECT TO INSPECTORS APPROVAL... ...APPLICANT STATES PROPERTY IS PRIMARY RESIDENCE... ...

* ACKNOWLEDGES  APPLYING FOR THIS SELF-BUILDING PERMIT IN OWN NAME, & WILL ACT AS OWN CONTRACTOR ACCEPTING FULL RESPONSIBILITY FOR CODE COMPLIANCE, FOR HIRING & EMPLOYING INDIVIDUALS & HAS ULTIMATE RESPONSIBILITY FOR MY OWN WORK & FOR THE WORK OF OTHERS.  ACTING AS MY OWN GENERAL CONTRACTOR, I FURTHER UNDERSTAND THAT I MAY FORFEIT CERTAIN PROTECTIONS, WHICH MIGHT BE AVAILABLE TO ME THROUGH THE STATE OF TENN. GENERAL CONTRACTOR�S LICENSING PROCESS.  I FURTHER ACKNOWLEDGE THAT AS A SELF-BUILDING PERMIT HOLDER I AM RESPONSIBLE FOR REQUESTING ALL REQUIRED INSPECTIONS & COMPLETING ALL AUTHORIZED WORK IN COMPLIANCE WITH APPLICABLE ADOPTED CODES.  I FURTHER UNDERSTAND THAT SEPARATE PERMITS ARE REQUIRED FOR ANY PROPOSED ELECTRICAL, PLUMBING, & GAS/MECHANICAL WORK AND IS NOT PART OF THIS BUILDING PERMIT*
** PURSUANT # 2006-1263 METRO CODE OF LAWS, I (HOLDER OF PERMIT)   HEREBY CERTIFY THAT ALL CONSTRUCTION & DEMOLITION WASTE GENERATED BY ANY & ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION & DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF METRO CODE**
*** DO NOT PUT UP ANY DRYWALL UNTIL YOU CALL FOR AN INSPECTION.  YOU DO NOT COVER UP ANYTHING WITH CONCRETE OR DRYWALL UNTIL AN INSPECTOR HAS HAD A CHANCE TO REVIEW...***",36.192872,-86.724206,Residential
T2017081025,Building Residential - New,Single Family Residence,2017-12-20,,1811  CASTLEMAN DR,NASHVILLE,TN,37215,MILLWORKS LLC,3433850,Construction of detached HPR single family structure; 3817 finished sqft.  REJECTED APPLICANT MUST COME TO OFFICE AND SEE FIRST AVAILABLE ZONING EXAMINER TO PROCESS HPR APPLICATIONS,36.097097,-86.808201,Residential
T2017080832,Building Residential - New,"Accessory Structure, Garage",2017-12-19,,1208  ORDWAY PL,NASHVILLE,TN,37206,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3433611,to construct a 10 x 22 addition to side of existing detached garage to rear of residence.  MHZC must review application.,36.180372,-86.747183,Residential
T2017080395,Building Residential - New,"Accessory Structure, Garage",2017-12-18,,2623B  BARCLAY DR,NASHVILLE,TN,37206,"BATES, DANIEL ELI",3433040,TO CONSTRUCT A NEW DETACHED GARAGE AT 400 SQFT WITH A HEIGHT NOT TO EXCEED 16'....NOT TO BE USED FOR LIVING NOR COMMERCIAL PURPOSES....REAR SETBACK MIN 32'...SIDE MIN 5'... BRITTANY DR SETBACK MIN 50'...PER PLAT.,36.176036,-86.719131,Residential
T2017080386,Building Residential - New,"Accessory Structure, Garage",2017-12-18,,2621B  BARCLAY DR,NASHVILLE,TN,37206,"BATES, DANIEL ELI",3433028,TO CONSTRUCT A NEW DETACHED GARAGE AT 400 SQFT WITH A HEIGHT NOT TO EXCEED 16'....NOT TO BE USED FOR LIVING NOR COMMERCIAL PURPOSES....REAR SETBACK MIN 32'...SIDE MIN 5'.....BRITTANY DR SETBACK MIN 50'..PER PLAT..,36.176077,-86.719123,Residential
T2017079411,Building Residential - New,Single Family Residence,2017-12-13,,1510  RIVERSIDE DR  4,NASHVILLE,TN,37206,"TORQUE DEVELOPMENT GROUP,LLC",3431783,"TO CONSTRUCT A NEW SINGLE FAMILY RES AT 2110 SQFT WITH AN ATTACHED GARAGE AT 340 SQFT WITH PORCHES AND DECKS....THIS IS ONE OF TWO SINGLE FAMILY HOUSES ON THIS PROPERTY...SPLIT FROM 72-15-266..REAR MIN 20'...MIN 6' BETWEEN HOUSES...SIDES MIN 5'...FRONT MIN 20'....UTILITY LINES WATER/SEWER/NES FROM MAIN LINE AT THE STREET BACK TO THE PROPPERTIES THUR THE EASEMENT....SEE PLAN..2017-1130-0122165...ALSO THIS IS THE ACCESS EASEMENT.....WIDTH OF HOUSE AT 30'...HT AT TWO STORIES AND 30'...SEE PLAN.....For every 30 feet of LOT frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property�
Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�. ****SITE PLAN SENT TO FILE�
SIDEWALKS NOT REQUIRED..",36.193437,-86.723722,Residential
T2017079277,Building Residential - New,Single Family Residence,2017-12-13,,506D  31ST AVE N,NASHVILLE,TN,37209,"AVENUE CONSTRUCTION, LLC",3431627,"MPC review/approval required prior to issuance..
See 2015 SP-094-002...See Master Permit 2017064378...

To construct  506D 31st Avenue N,  a Townhome residence with 2035 sq ft of living area, 431 sq ft garage and 805 sq ft of porches and decks within THE DEL....See Master permit 2016046516 for THE DEL  and 2015 SP-094-002...Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.....

Master Permit 2017064378 includes : REVISIONS TO BUILDINGS A AND D. Building A to consist of 2 Units and Building D to consist of 4 Units. Units in Buildings B&C were permitted linked to Master Permit 2016046516.",36.15479,-86.821326,Residential
T2017079489,Building Residential - New,"Accessory Structure, Garage",2017-12-13,,4919  KENTUCKY AVE,NASHVILLE,TN,37209,CENTRAL BUILDERS LLC,3431917,"to construct 400SF detached garage to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to eave line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.159933,-86.846623,Residential
T2017079483,Building Residential - New,"Accessory Structure, Garage",2017-12-13,,4915  KENTUCKY AVE,NASHVILLE,TN,37209,CENTRAL BUILDERS LLC,3431908,"to construct 400SF detached garage to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to eave line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.159934,-86.846574,Residential
T2017079488,Building Residential - New,"Accessory Structure, Garage",2017-12-13,,4917  KENTUCKY AVE,NASHVILLE,TN,37209,CENTRAL BUILDERS LLC,3431915,"to construct 400SF detached garage to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to eave line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.159933,-86.846598,Residential
T2017079403,Building Residential - New,Single Family Residence,2017-12-13,,1510  RIVERSIDE DR  3,NASHVILLE,TN,37206,"TORQUE DEVELOPMENT GROUP,LLC",3431773,"TO CONSTRUCT A NEW SINGLE FAMILY RES AT 2110 SQFT WITH AN ATTACHED GARAGE AT 340 SQFT WITH PORCHES AND DECKS....THIS IS ONE OF TWO SINGLE FAMILY HOUSES ON THIS PROPERTY...SPLIT FROM 72-15-266..REAR MIN 20'...MIN 6' BETWEEN HOUSES...SIDES MIN 5'...FRONT MIN 20'....UTILITY LINES WATER/SEWER/NES FROM MAIN LINE AT THE STREET BACK TO THE PROPPERTIES THUR THE EASEMENT....SEE PLAN..2017-1130-0122165...ALSO THIS IS THE ACCESS EASEMENT.....WIDTH OF HOUSE AT 30'...HT AT TWO STORIES AND 30'...SEE PLAN.....For every 30 feet of LOT frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property�
Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�. ****SITE PLAN SENT TO FILE�
SIDEWALKS NOT REQUIRED..",36.193437,-86.723722,Residential
T2017078637,Building Residential - New,"Accessory Structure, Pools",2017-12-11,,4027  DORCAS CT,NASHVILLE,TN,37215,"CADENCE CONSTRUCTION, LLC",3430694,"to construct 70SF detached pool house to the rear of existing single family residence. 5' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to ridge line. shower must open to the outside only, no interior access.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.104937,-86.841619,Residential
T2017078626,Building Residential - New,Single Family Residence,2017-12-11,,2623  BARCLAY DR,NASHVILLE,TN,37206,"BATES, DANIEL ELI",3430675,"TO CONSTRUCT A NEW SINGLE FAMILY RES AT 2568 SQFT WITH PORCHES AND DECKS....THIS IS ONE OF TWO SINGLE FAMILY UNITS ON THIS PROPERTY....SPLIT FROM 83-12-192 (PLAT) AND 83-12-73.....MIN 6' BETWEEN HOUSES.
REAR MIN 32'....SIDES MIN 5'....SIDE STREET BRITTANY DR MIN 50' per plat.......FRONT MIN 52.1'......WIDTH OF HOUSE AT 29'..HEIGHT AT 2 STORIES AND 30'.....ACCESS LIMINTED TO BRITTANY DR....NO PARKING PERMITTED BETWEEN THE PRIMARY STRUCTURE AND EITHER STREET....NO ACCESS PERMITTED FROM BARCLAY DR...NEED RAISED FOUNDATION OF 18  TO 36 ....MAX HT TWO STORIES AND 30' TO VERY TOP OF STRUCTURE.....For every 30 feet of LOT frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property�
Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�. ****SITE PLAN SENT TO FILE�
SIDEWALKS NOT REQUIRED.....",36.176036,-86.719131,Residential
T2017078635,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2017-12-11,,4027  DORCAS CT,NASHVILLE,TN,37215,"CADENCE CONSTRUCTION, LLC",3430690,"to construct 70SF detached gazebo to the rear of existing single family residence. 5' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to ridge line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.104937,-86.841619,Residential
T2017078615,Building Residential - New,Single Family Residence,2017-12-11,,2621  BARCLAY DR,NASHVILLE,TN,37206,"BATES, DANIEL ELI",3430660,"TO CONSTRUCT A NEW SINGLE FAMILY RES AT 2568 SQFT WITH PORCHES AND DECKS....THIS IS ONE OF TWO SINGLE FAMILY UNITS ON THIS PROPERTY....SPLIT FROM 83-12-192 (PLAT) AND 83-12-73.....
REAR MIN 32'....SIDE MIN 5'....SIDE STREET BRITTANY DR MIN 50' per plat.......FRONT MIN 52.1'....WIDTH OF HOUSE AT 29'..HEIGHT AT 2 STORIES AND 30'.....ACCESS LIMINTED TO BRITTANY DR....NO PARKING PERMITTED BETWEEN THE PRIMARY STRUCTURE AND EITHER STREET....NO ACCESS PERMITTED FROM BARCLAY DR...NEED RAISED FOUNDATION OF 18  TO 36 ....MAX HT TWO STORIES AND 30' TO VERY TOP OF STRUCTURE.....For every 30 feet of LOT frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property�
Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�. ****SITE PLAN SENT TO FILE�
SIDEWALKS NOT REQUIRED.....",36.176077,-86.719123,Residential
T2017078631,Building Residential - New,"Accessory Structure, Garage",2017-12-11,,4027  DORCAS CT,NASHVILLE,TN,37215,"CADENCE CONSTRUCTION, LLC",3430682,"to construct 1804SF detached garage to the rear of existing single family residence (952SF garage and 852Sf heated). 10' min. side setback, 20' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16� to ridge line.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.104937,-86.841619,Residential
T2017078491,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",2017-12-08,1.0,524  FRANKLIN LIMESTONE RD,NASHVILLE,TN,37217,"HASTINGS, JOSHUA DBA HASTINGS MANAGEMENT",3430487,"to construct a 24 x 44 maintenance shop/storage building with loft storage on property for Brighton Valley Apartments.  PRE 1998 PUDR, MPC MUST APPROVE THIS APPLICATION PRIOR TO ISSUANCE.",36.083986,-86.665675,Commercial
T2017078263,Building Residential - New,"Accessory Structure, Pools",2017-12-07,,2827  KENWAY RD,NASHVILLE,TN,37215,BDP CONSTRUCTION LLC,3430218,Build a 20' x38' Inground pool,36.108318,-86.825369,Residential
T2017077684,Building Residential - New,Single Family Residence,2017-12-06,,1004  OZARK ST,NASHVILLE,TN,37206,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",3429464,"to construct a single family residence with 2968 sf living area, 851 sf deck/porch areas.  max allowed height is 3 floors/45' max allowed height.  50.4' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  PUBLIC WORKS STAFF PLEASE NOTE:  APPLICANT HAS OPTION TO INSTALL SIDEWALKS OR PAY IN LIEU OF FEE.",36.16323,-86.753171,Residential
T2017077689,Building Residential - New,"Accessory Structure, Garage",2017-12-06,,1004B  OZARK ST,NASHVILLE,TN,37206,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",3429471,to construct a 22 x 24 detached garage to rear of residence.  UZO.  not to be used for living or commercial purposes.  max allowed knee wall height is 16'.  10' min rear s/b; 5' min side s/b.,36.16323,-86.753171,Residential
T2017077546,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",2017-12-05,,500  BROOKSBORO TER,NASHVILLE,TN,37217,Josh Hastings,3429283,New construction of commercial maintenance shop for apartment maintenance staff to house and store tools & materials.  REJECTED:  APPLICANT MUST SUBMIT PLANS TO THIS OFFICE IN PERSON TO APPLY FOR THIS PERMIT.  PLEASE COME TO OFFICE AND SIGN IN TO SEE FIRST AVAILABLE ZONING EXAMINER.,36.084311,-86.643639,Residential
T2017077436,Building Residential - New,Single Family Residence,2017-12-05,,114  GAYLE DR,OLD HICKORY,TN,37138,STILLWATER CONSTRUCTION AND DEVELOPMENT LLC,3429145,"to construct a single family residence with 1500 sf living area, 450 sf attached garage and 200 sf deck/porch areas. 50' min front s/b;  5' min left side s/b; 20' min right side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.",36.235199,-86.636979,Residential
T2017077039,Building Residential - New,Single Family Residence,2017-12-04,,721  SHELBY AVE,NASHVILLE,TN,37206,C M CONSTRUCTION ENTERPRISES INC,3428588,"to construct 1954SF single family residence with 98Sf porches. unit 1 of 2. lot coverage is 1350SF of max 4375SF lot coverage. not to be over any easements.
MUST COMPLY WITH HCN2017045728
Sidewalks are required, applicant may pay in lieu of sidewalk requirements
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.169725,-86.75671,Residential
T2017077036,Building Residential - New,Single Family Residence,2017-12-04,,719  SHELBY AVE,NASHVILLE,TN,37206,C M CONSTRUCTION ENTERPRISES INC,3428585,"to construct 1954SF single family residence with 98Sf porches. unit 1 of 2. lot coverage is 1350SF of max 4350SF lot coverage. not to be over any easements. MUST COMPLY WITH HCN2017045728
Sidewalks are required, applicant may pay in lieu of sidewalk requirements
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.169877,-86.756314,Residential
T2017076576,Building Residential - New,Single Family Residence,2017-11-30,,208  CHAMBERLIN ST,NASHVILLE,TN,37209,"POTTER, ROGER CONSTRUCTION",3427996,New House,36.145846,-86.830042,Residential
T2017076062,Building Residential - New,Single Family Residence,2017-11-29,,1215A  LONE OAK RD,NASHVILLE,TN,37215,"BARNES, MICHAEL CUSTOM HOMES",3427299,"TO CONSTRUCT A NEW SINGEL FAMILY RES AT 3778 SQFT WITH ATTACHED GARAGE AT 520 SQFT WITH PORCHES AND DECKS....SIDEWALKS NOT REQUIRED....
need front setbacks of the 4 closest houses.
need elevation drawing showing the height of the house.
from natural grade to the very top of the structure.
PER 1964 DEEDS...SEE DEEDS...THESE TWO LOTS EXISTED UNDER PARCELS 125 & 126...(INDIVIDUALLY OVER 20,000 SQFT EACH.....THEN PLATTED TO CHANGE INTERIOR LOT LINES....STILL HPR ALLOWED ON EACH...",36.094177,-86.804696,Residential
